base_model,compression_type,compression_method,quantization_bits,compression_ratio,pruning_structure,active_parameters,age_acc_ambiguous,age_s_ambiguous,age_acc_disambiguated,age_s_disambiguated,disability_status_acc_ambiguous,disability_status_s_ambiguous,disability_status_acc_disambiguated,disability_status_s_disambiguated,gender_identity_acc_ambiguous,gender_identity_s_ambiguous,gender_identity_acc_disambiguated,gender_identity_s_disambiguated,nationality_acc_ambiguous,nationality_s_ambiguous,nationality_acc_disambiguated,nationality_s_disambiguated,physical_appearance_acc_ambiguous,physical_appearance_s_ambiguous,physical_appearance_acc_disambiguated,physical_appearance_s_disambiguated,race_ethnicity_acc_ambiguous,race_ethnicity_s_ambiguous,race_ethnicity_acc_disambiguated,race_ethnicity_s_disambiguated,race_x_gender_acc_ambiguous,race_x_gender_s_ambiguous,race_x_gender_acc_disambiguated,race_x_gender_s_disambiguated,religion_acc_ambiguous,religion_s_ambiguous,religion_acc_disambiguated,religion_s_disambiguated,ses_acc_ambiguous,ses_s_ambiguous,ses_acc_disambiguated,ses_s_disambiguated,sexual_orientation_acc_ambiguous,sexual_orientation_s_ambiguous,sexual_orientation_acc_disambiguated,sexual_orientation_s_disambiguated,avg_acc_ambiguous,avg_s_ambiguous,avg_acc_disambiguated,avg_s_disambiguated
tulu2_13b,quantization,bitsandbytes,8,0,unstructured,12.12196827,0.1280281842,0.362379543,0.7810929752,0.1298854712,0.07739791876,0.1161142946,0.6898261835,0.01966980294,0.2099127539,0.2705214785,0.8239169169,0.1209188688,0.2776642267,0.2806678997,0.8638263912,0.08668225177,0.1287665638,0.3644361175,0.7373303675,0.093149067,0.3311421911,0.3311415251,0.8465752419,0.1320726788,0.08734008734,0.08833975501,0.8866218866,0.02981383519,0.2751251613,0.2773566831,0.8240283319,0.09893649349,0.1317812471,0.1322807479,0.8294193608,0.03956672452,0.4052633485,0.4068209809,0.8011203253,0.09013942722,0.2052421683,0.2630059025,0.8083757981,0.0840834621
tulu2_13b,pruning,gblm,none,0.2,unstructured,9.697574615,0.1257021909,0.3627188843,0.7794036771,0.122621262,0.06749933301,0.134608414,0.6876784517,0.02571618013,0.2072467532,0.2745168165,0.8042315649,0.1366262858,0.2786648934,0.2816685664,0.8535033749,0.08959655026,0.1321646829,0.3737671689,0.7552185407,0.09806296492,0.3301451881,0.3301445221,0.8462399066,0.1320318603,0.08901042234,0.09001009001,0.8869535536,0.02868187483,0.2740103341,0.2762418559,0.8223467165,0.0993114893,0.1319444156,0.1324439164,0.8257488552,0.04751796597,0.4037020937,0.4052597261,0.7792842204,0.1036253947,0.2040090307,0.2661379961,0.8040608862,0.08837918282
tulu2_13b,pruning,gblm,none,0.3,unstructured,8.485377789,0.1026758078,0.3510385566,0.7950683658,0.09330621229,0.04730086426,0.1032071961,0.6661051164,0.03050958213,0.2238987679,0.2891721612,0.8145702369,0.103402222,0.2145967898,0.2176004629,0.8258600043,0.07546494462,0.1121849312,0.3495259921,0.7449932278,0.1012708381,0.2834955045,0.2834948385,0.8522479146,0.1012136012,0.07934274601,0.08034241368,0.888629222,0.01769232123,0.2405207009,0.2427522227,0.8324298069,0.08119124091,0.1194490739,0.1199485748,0.8154163461,0.04223506114,0.3585995798,0.3601572122,0.7628961725,0.09578391654,0.1782064766,0.2397239631,0.7998216413,0.07420699401
tulu2_13b,pruning,gblm,none,0.1,unstructured,10.90977144,0.1223651826,0.3513631679,0.7840766735,0.1107803964,0.07008607793,0.127733879,0.6881046492,0.03194800598,0.2069187479,0.2681948052,0.8259165832,0.113669507,0.2773305583,0.2803342314,0.8704883998,0.08583467468,0.1262171641,0.365278354,0.7513854774,0.09105879513,0.3344745255,0.3344738595,0.8489122456,0.1293911205,0.08867208867,0.08967175634,0.8832892166,0.02838665661,0.2818225277,0.2840540495,0.8307519641,0.09523925276,0.1292794149,0.1297789158,0.8367517001,0.0442726975,0.4099217561,0.4114793885,0.7964583973,0.09999783651,0.2047088044,0.2642362407,0.8116135307,0.08305789431
tulu2_13b,pruning,gblm,none,0.4,unstructured,7.273180962,0.0680040881,0.2763353947,0.7637629526,0.07254670248,0.03223764113,0.08815171832,0.6324251631,0.05141625173,0.2905291375,0.3491411921,0.7488678679,0.1911064977,0.1498610193,0.1528646923,0.8055519703,0.06865150191,0.09135808072,0.2998167501,0.7134783811,0.0988365128,0.2631748252,0.2631741592,0.8242242242,0.1090826007,0.07666941,0.07766907767,0.8702762036,0.01354760855,0.1646368222,0.1668683439,0.7730007828,0.07553008603,0.1204499038,0.1209494046,0.7830734939,0.0607679992,0.205393755,0.2069513874,0.6505638191,0.08096053973,0.1462314683,0.200192212,0.7565224859,0.08224463009
tulu2_13b,pruning,gblm,none,0.5,unstructured,6.060984135,0.03799571504,0.207677655,0.7251005477,0.08394931299,0.01116897199,0.05420196533,0.6074338909,0.05309264379,0.2945214785,0.3418148518,0.6798084751,0.2407360947,0.08677452335,0.08977819637,0.7206198579,0.04247971882,0.05525428087,0.1915410065,0.6526006689,0.1136279796,0.1788804529,0.1788797869,0.7064781448,0.101994322,0.05267605268,0.05367572034,0.7648994316,0.01880083382,0.09765195356,0.09988347535,0.6760282564,0.06353064279,0.09628905596,0.09678855679,0.7384142914,0.05692657602,0.1190429617,0.1206005941,0.5842913138,0.08171505499,0.1030255447,0.1434841808,0.6855674879,0.08568531795
tulu2_13b,pruning,gblm,none,0.6,unstructured,4.848787308,0.04866972773,0.1443455696,0.6511134248,0.1019358533,0.003871532019,0.0228040558,0.5478884686,0.03164397845,0.3647898768,0.3807745588,0.497348682,0.4570088083,0.05040012156,0.05340379458,0.6090663402,0.0339785263,0.061625349,0.1758129554,0.6334794481,0.1186610127,0.1365817516,0.1365810856,0.6017404071,0.09333298713,0.05198605199,0.05298571965,0.6498469832,0.02233993462,0.07088022797,0.07311174976,0.5650303219,0.05028806985,0.09229021346,0.09278971429,0.579818825,0.08909292484,0.08716221111,0.08871984351,0.5328090036,0.0560430354,0.09682570632,0.1221329047,0.5868141904,0.1054325131
tulu2_13b,pruning,gblm,none,0.5,semistructured:24,6.060984135,0.08266809276,0.1336885419,0.6147860435,0.1129665109,0.01418859005,0.04601328582,0.5362365529,0.03493717964,0.5113586414,0.5213513154,0.3696042709,0.8732806083,0.08977218568,0.09277585869,0.5860939606,0.06523920039,0.07946790533,0.1851683176,0.6121964471,0.1458112121,0.2405241425,0.2405234765,0.543042042,0.1918821533,0.08565708566,0.08665675332,0.5895145895,0.05937974078,0.1450899985,0.1473215203,0.5257920003,0.1059180834,0.1472532534,0.1477527543,0.5477954693,0.1585518974,0.1229587771,0.1245164095,0.5070532228,0.08948675206,0.1518938672,0.1725768233,0.5432114599,0.1837453338
tulu2_13b,pruning,gblm,none,0.5,semistructured:48,6.060984135,0.0563334034,0.1940566795,0.7217279395,0.1382686762,0.02751197237,0.06965372617,0.5966449731,0.06571937381,0.2305567766,0.2458734599,0.6554647981,0.2196760067,0.09111921875,0.09412289176,0.7092768908,0.06421737889,0.09773239029,0.2586433239,0.6922345763,0.1565934596,0.1965467865,0.1965461205,0.6471094428,0.125170303,0.06998873666,0.07098840432,0.7181840515,0.03491034333,0.1127273304,0.1149588522,0.6883795943,0.0680649501,0.09979688413,0.100296385,0.7219032704,0.06318591768,0.1322683475,0.1338259799,0.5570108084,0.1070309936,0.1114581847,0.1478965823,0.6707936345,0.1042837403
tulu2_13b,quantization,gptq,4,0,unstructured,12.12196827,0.1150198352,0.3139984144,0.8143957131,0.1254899698,0.06147613051,0.1122133751,0.6764655822,0.02984074695,0.2172570763,0.2765331335,0.8159182516,0.1360715793,0.2613035179,0.264307191,0.8844700968,0.07610111066,0.1258000977,0.382686016,0.767136368,0.09128987097,0.3101611722,0.3101605062,0.8819252586,0.104642484,0.084671418,0.08567108567,0.8806385473,0.02025426243,0.2734566553,0.275688177,0.8470022352,0.08841323041,0.1254485778,0.1259480786,0.8622773911,0.0416352279,0.3616496414,0.3632072738,0.7918001258,0.1014813796,0.1936244122,0.2510413251,0.822202957,0.08152198619
tulu2_13b,pruning,magnitude,none,0.6,unstructured,4.848787308,0.08233809344,0.1173264624,0.551477935,0.08993297784,0.01332338662,0.02106755775,0.5008641229,0.02435667733,0.4014142524,0.3994142524,0.3619185853,0.5803099094,0.1204615517,0.1234652247,0.4838581239,0.08804051096,0.08372446819,0.09772752811,0.4951293257,0.06031265702,0.1775830836,0.1775824176,0.461991992,0.1338075025,0.07697907698,0.07797874465,0.5024888358,0.05462274992,0.09039717353,0.09262869532,0.5005649398,0.061993846,0.09362354879,0.09412304962,0.4864185848,0.09707609523,0.07080344853,0.07236108092,0.4781712079,0.06047194074,0.1210648084,0.1273675014,0.4822883653,0.1250924867
tulu2_13b,pruning,magnitude,none,0.4,unstructured,7.273180962,0.09399144409,0.2829413652,0.8317170664,0.142238327,0.04429231718,0.1053565965,0.6820429854,0.0446762133,0.1362727273,0.1788901099,0.7995478812,0.08913096103,0.2155633864,0.2185670594,0.777562954,0.1119146123,0.1193885114,0.3032715945,0.7186343167,0.1118124512,0.2408604729,0.2408598069,0.8815915916,0.08583873045,0.06532406532,0.06632373299,0.953634287,0.008750262401,0.1333413631,0.1355728849,0.8256618472,0.0456502788,0.1017932341,0.102292735,0.8210921896,0.03273705418,0.2513294211,0.2528870535,0.7215640677,0.1096272012,0.1402156943,0.1886962939,0.8013049187,0.07823760919
tulu2_13b,pruning,magnitude,none,0.5,unstructured,6.060984135,0.06866241974,0.227671659,0.6671048174,0.1192297895,0.01545786919,0.02663404375,0.5651501792,0.03821746076,0.3211501832,0.3411282051,0.5640660661,0.3260493827,0.172530013,0.175533686,0.6187260118,0.08559787287,0.08709989714,0.1469564954,0.5891768359,0.1383294905,0.2515281385,0.2515274725,0.6491084418,0.1373472287,0.05697505698,0.05797472464,0.7105503772,0.02868332679,0.1188327367,0.1210642585,0.6188514463,0.07716524719,0.1034515551,0.103951056,0.6588650649,0.06391318174,0.1757987394,0.1773563718,0.539046846,0.09741743931,0.1371486609,0.1629797973,0.6180646087,0.111195042
tulu2_13b,pruning,magnitude,none,0.5,semistructured:24,6.060984135,0.08734377446,0.1376982109,0.6244467342,0.07824358394,0.006023732445,0.04728533485,0.5466104506,0.0450736787,0.4077529138,0.4090829171,0.4926720053,0.5491866665,0.1077962264,0.1107998994,0.6040693332,0.06712641381,0.075225929,0.2012923657,0.591356581,0.1455364953,0.1975504496,0.1975497835,0.6264307641,0.1070954373,0.06266072933,0.06366039699,0.6635246635,0.04095174066,0.1450927996,0.1473243213,0.5807260278,0.07252882336,0.1142813919,0.1147808928,0.5674716468,0.08525730596,0.0996268927,0.1011845251,0.532044813,0.06689700055,0.1303354839,0.1530658648,0.582935302,0.1257897146
tulu2_13b,pruning,magnitude,none,0.5,semistructured:48,6.060984135,0.06131872336,0.1323151364,0.6547734461,0.09943583106,0.009030069615,0.03654703895,0.5854131047,0.05592406696,0.3191445221,0.3091471861,0.6417737738,0.2403870533,0.07409516999,0.077098843,0.6377023841,0.05778319531,0.08329281522,0.1737292439,0.6088081519,0.1617127912,0.2015481185,0.2015474525,0.7088238238,0.09210423244,0.04765371432,0.04865338199,0.8195508196,0.01540905783,0.1099299918,0.1121615136,0.664253176,0.05656198788,0.1319392448,0.1324387456,0.6389957075,0.09013923983,0.1291458379,0.1307034703,0.5531240402,0.1004686802,0.1167098208,0.1354342012,0.6513218428,0.0969926136
tulu2_13b,pruning,magnitude,none,0.2,unstructured,9.697574615,0.1096798178,0.3306878372,0.7884289859,0.1139015772,0.05460218122,0.115672009,0.6816296366,0.03756349091,0.2345747586,0.3045101565,0.7772265599,0.1743497249,0.2336128172,0.2366164902,0.8498413682,0.07770219082,0.1134734072,0.3457448418,0.7573329588,0.08023223348,0.2838331668,0.2838325008,0.8489109109,0.1012936564,0.08233508234,0.08333475,0.8512425179,0.02724157816,0.2539070305,0.2561385523,0.8290628036,0.07893489805,0.1377662538,0.1382657546,0.8120928473,0.0466553435,0.3749800768,0.3765377092,0.776958741,0.1113590521,0.1878764592,0.2471340602,0.797272733,0.08492337455
tulu2_13b,pruning,magnitude,none,0.3,unstructured,8.485377789,0.09833712847,0.3193397998,0.7993997031,0.145538248,0.04257243848,0.1036444718,0.6781737236,0.04183027923,0.2219034299,0.2765161505,0.8082262262,0.135662532,0.2269281218,0.2299317949,0.814202655,0.1029374316,0.09817700905,0.3015401205,0.7305488777,0.08373537093,0.2501828172,0.2501821512,0.8652529196,0.1009399872,0.06933740267,0.07033707034,0.9156169156,0.01630635472,0.1802397345,0.1824712563,0.8178413453,0.07456956485,0.1359349174,0.1364344183,0.8149078586,0.06267449723,0.3150872999,0.3166449323,0.7792915332,0.1144097045,0.1638700299,0.2187042166,0.8023461758,0.08786039703
tulu2_13b,pruning,magnitude,none,0.1,unstructured,10.90977144,0.1170238352,0.3406958452,0.7757603112,0.1175545651,0.07093742762,0.1191184089,0.6868199239,0.02357460268,0.2229117549,0.2881838162,0.7952419086,0.1598486883,0.2629815346,0.2659852077,0.8515020469,0.09160464651,0.121548397,0.3555237533,0.7458403015,0.08344431992,0.3078218448,0.3078211788,0.8362429096,0.1181592521,0.090671424,0.09167109167,0.8656155323,0.02867129404,0.265634191,0.2678657128,0.8122541946,0.09608852408,0.1382770853,0.1387765861,0.8212511849,0.04210623926,0.3819242194,0.3834818518,0.7870906644,0.0891476372,0.1979731714,0.2559123453,0.7977618978,0.08501997693
tulu2_13b,pruning,sparsegpt,none,0.5,unstructured,6.060984135,0.06566173573,0.2760084044,0.7563919848,0.1344171354,0.03181307768,0.08600562195,0.6630558276,0.04332285117,0.3218381618,0.3598021978,0.6327864531,0.3501444155,0.1281415865,0.1311452595,0.7625859224,0.07718495277,0.1130336506,0.3112947212,0.6977634203,0.1611407708,0.2501851482,0.2501844822,0.7875408742,0.1561517241,0.05633238967,0.05733205733,0.7678591012,0.03181797765,0.145620335,0.1478518568,0.8346310915,0.05865345384,0.1192748991,0.1197743999,0.7332394476,0.06795441369,0.2146453669,0.2162029993,0.6786085151,0.09701382108,0.1446546351,0.1955602,0.7314462638,0.1177801516
tulu2_13b,pruning,sparsegpt,none,0.5,semistructured:48,6.060984135,0.07999909109,0.2470197124,0.6957581993,0.1374225487,0.01075437242,0.09416658111,0.6397905597,0.05009772669,0.3471441891,0.3817788878,0.6077724391,0.3785885343,0.1034388523,0.1064425254,0.7535855894,0.07259470668,0.08543325208,0.2769207747,0.6960725391,0.1744737656,0.2305371295,0.2305364635,0.7168358358,0.1865657882,0.05465472132,0.05565438899,0.7238903906,0.02933302882,0.1060140913,0.1082456131,0.7701864584,0.0487632277,0.08712105229,0.08762055312,0.7354012871,0.0550481434,0.1283090632,0.1298666956,0.6466916765,0.07994931229,0.1233405815,0.1718252196,0.6985984975,0.1212836782
tulu2_13b,pruning,sparsegpt,none,0.4,unstructured,7.273180962,0.1076788068,0.3420008095,0.8240743718,0.1375404277,0.03999955158,0.09932455872,0.6647874076,0.05603648781,0.2189117549,0.2708631369,0.7978962296,0.1510962009,0.2435987878,0.2466024608,0.8441786902,0.09763654452,0.1189908937,0.3690870567,0.7560754135,0.1095406617,0.2805048285,0.2805041625,0.8759195863,0.1156332687,0.070663404,0.07166307166,0.8569455236,0.02041969417,0.2036697796,0.2059013014,0.8553952221,0.06943372066,0.1294434056,0.1299429064,0.8181081909,0.04359899696,0.3531152648,0.3546728972,0.8260534129,0.08249504895,0.1766576477,0.2370562362,0.8119434048,0.0883431052
tulu2_13b,pruning,sparsegpt,none,0.5,semistructured:24,6.060984135,0.0840030891,0.2063750018,0.6431011131,0.1319737394,0.01634245756,0.05074445574,0.5750738403,0.04408666841,0.4557179487,0.4657072927,0.4119522856,0.7964619883,0.08411587539,0.08711954841,0.6477000637,0.06827863059,0.07225784215,0.1839009111,0.6266587621,0.136853213,0.1852311022,0.1852304362,0.6147534201,0.1400662036,0.06199939533,0.062999063,0.5938855939,0.04947090187,0.1238886741,0.1261201959,0.5465250073,0.1004460414,0.1572470916,0.1577465924,0.5577941533,0.2016024388,0.1174780845,0.1190357169,0.528936861,0.08717820381,0.1358281561,0.1644979214,0.57463811,0.1756418029
tulu2_13b,pruning,sparsegpt,none,0.1,unstructured,10.90977144,0.1236995269,0.3487041843,0.7544332796,0.103470985,0.05803860875,0.1139648597,0.6764616779,0.01654065129,0.2172434232,0.2765208125,0.8029045712,0.1525106012,0.268983536,0.271987209,0.8558227355,0.08495801271,0.120277749,0.349147823,0.7313665543,0.07865133771,0.3291465201,0.3291458541,0.8205635636,0.1412158128,0.08567108567,0.08667075334,0.843951844,0.03537791375,0.2672989623,0.2695304841,0.821783663,0.08536329859,0.1424407509,0.1429402518,0.8003975072,0.05532590178,0.3943635442,0.3959211766,0.7831783014,0.0913599591,0.2007163707,0.2584533408,0.7890863698,0.08447744739
tulu2_13b,pruning,sparsegpt,none,0.6,unstructured,4.848787308,0.07833708643,0.2293616877,0.6724381407,0.1046388923,0.01289383908,0.06796323491,0.6125956778,0.03350120578,0.4124052614,0.4283892774,0.5090106773,0.5641562367,0.1091128664,0.1121165394,0.7232921829,0.05067238395,0.09901276267,0.2811530266,0.6713767453,0.2127322471,0.2235474525,0.2235467865,0.6891371371,0.1578477726,0.04898238232,0.04998204998,0.6715320049,0.02917484691,0.1199643703,0.1221958921,0.7158013374,0.07042926366,0.1395840873,0.1400835881,0.6260268594,0.1136904934,0.1119973919,0.1135550243,0.608478493,0.05929805854,0.13558375,0.1768347107,0.6499689256,0.1396141401
tulu2_13b,pruning,sparsegpt,none,0.2,unstructured,9.697574615,0.1176981789,0.3287074902,0.7367702473,0.09935259854,0.0460072118,0.1045096795,0.6587570169,0.02302007293,0.2452287712,0.3005148185,0.7685455455,0.168719149,0.2372761325,0.2402798055,0.8315253336,0.0819471361,0.1139034394,0.3376585069,0.7122012377,0.07077180488,0.3164925075,0.3164918415,0.7938722055,0.1445106055,0.08333875001,0.08433841767,0.8129394796,0.03886093303,0.2483188891,0.2505504109,0.7786266022,0.08041383602,0.1504334216,0.1509329224,0.7447101339,0.08160632892,0.3788198218,0.3803774542,0.7643989587,0.08827668449,0.1937517124,0.2494361347,0.7602346761,0.08774791494
tulu2_13b,pruning,sparsegpt,none,0.3,unstructured,8.485377789,0.1090231652,0.3386885152,0.7770869912,0.1318011271,0.04902129436,0.1074916176,0.6794863662,0.02050338661,0.2265797536,0.2771958042,0.8002355689,0.1413362437,0.2622991656,0.2653028386,0.8431713715,0.1057709078,0.1130482371,0.3520770125,0.7513740451,0.09324219043,0.2925001665,0.2924995005,0.8562485819,0.1241903276,0.07301173968,0.07401140734,0.8416388416,0.03864869783,0.2243286294,0.2265601512,0.8251384055,0.07046823817,0.1409357496,0.1414352504,0.7969128436,0.06860190246,0.3399587046,0.341516337,0.8159653664,0.07896877792,0.1830706606,0.2416778435,0.7987258382,0.08735317997
tulu2_13b,pruning,wanda,none,0.1,unstructured,10.90977144,0.1200301782,0.3417015022,0.7550979423,0.1024530122,0.05202097178,0.1130896795,0.6721394157,0.0235078197,0.2189100899,0.2768568099,0.7975705706,0.1593069923,0.2679852056,0.2709888787,0.8534917305,0.08357127528,0.1164512184,0.3359675509,0.7228468212,0.07413839498,0.3221505162,0.3221498501,0.8165598932,0.1390673455,0.08367175034,0.084671418,0.842617176,0.0338608625,0.2561404197,0.2583719415,0.8032792915,0.08556746346,0.1417740846,0.1422735854,0.7972250051,0.05788734493,0.3811635152,0.3827211476,0.7777119623,0.08505105749,0.196029795,0.2528792364,0.7838539808,0.08444115684
tulu2_13b,pruning,wanda,none,0.2,unstructured,9.697574615,0.1257028609,0.3600522297,0.7554422746,0.1068071869,0.05546960314,0.1096743212,0.6660933733,0.01477059184,0.1999224109,0.2465411255,0.7928988989,0.1524414767,0.2693158656,0.2723195386,0.8398486829,0.08503988402,0.1198493374,0.3427443404,0.7219981142,0.06943989446,0.3174875125,0.3174868465,0.7988818819,0.1474568315,0.08167108167,0.08267074934,0.8446118446,0.03663623807,0.2455392907,0.2477708124,0.7763885352,0.07818013832,0.1497714243,0.1502709251,0.7925676664,0.06457069563,0.3632833442,0.3648409766,0.7386980241,0.09598418579,0.1928012731,0.2494371865,0.7727429296,0.08513271233
tulu2_13b,pruning,wanda,none,0.3,unstructured,8.485377789,0.1146844939,0.3590218706,0.7647589745,0.1225845837,0.03009984156,0.0894481278,0.6488400457,0.03650495216,0.2412347652,0.2951881452,0.7758818819,0.1625368563,0.1865567237,0.1895603967,0.8201963339,0.0728907585,0.1083989187,0.3228326591,0.726241649,0.08617037446,0.2665121545,0.2665114885,0.8138975642,0.1181017753,0.07367374034,0.07467340801,0.8215888216,0.02617546791,0.211509984,0.2137415057,0.7864376727,0.06958574822,0.1354374126,0.1359369134,0.7789089881,0.05140670505,0.3298304716,0.331388104,0.7441314554,0.08449938693,0.1697938506,0.2278302619,0.7680883387,0.08304566084
tulu2_13b,pruning,wanda,none,0.5,semistructured:24,6.060984135,0.1120061281,0.1616672219,0.6021266976,0.1325017,0.01849244379,0.03998234222,0.5349512662,0.0424190653,0.483041958,0.491034632,0.3799442776,0.8174390223,0.1284739101,0.1314775831,0.6027366765,0.0912010944,0.1130514785,0.2051399658,0.582846647,0.157749701,0.2811811522,0.2811804862,0.549716383,0.195692139,0.08866675533,0.089666423,0.5971955972,0.05567460032,0.1791361116,0.1813676334,0.5498948401,0.1115290459,0.1534170909,0.1539165917,0.524455783,0.1753062745,0.1431826415,0.1447402739,0.4930381876,0.1035093101,0.170064967,0.1880173153,0.5416906356,0.1883021953
tulu2_13b,pruning,wanda,none,0.4,unstructured,7.273180962,0.08598675406,0.3416588001,0.7311391991,0.1280572347,0.01676204551,0.06580768744,0.6255529976,0.04832553866,0.3798031968,0.4224312354,0.6247964631,0.4331208982,0.1071258928,0.1101295658,0.7762342893,0.05466026291,0.09179621658,0.2909173517,0.6853959253,0.09471948052,0.2351884782,0.2351878122,0.7772135469,0.1248775973,0.061001061,0.06200072867,0.7882547883,0.02092585515,0.1484307453,0.1506622671,0.7415933377,0.05529837162,0.1187787303,0.1192782311,0.7268972907,0.07065334901,0.2069187858,0.2084764182,0.6388852325,0.08956809991,0.1451791906,0.2006550098,0.7115963071,0.1120206688
tulu2_13b,pruning,wanda,none,0.5,semistructured:48,6.060984135,0.1119917851,0.2036476349,0.7497489485,0.1174481337,0.02797035166,0.1131040761,0.6341768649,0.08202549039,0.2392204462,0.2665258075,0.6668141475,0.2242625184,0.1861849893,0.1891886623,0.766886976,0.08246292076,0.1041326315,0.2828229132,0.7058775815,0.1922346891,0.2631738262,0.2631731602,0.7851981982,0.1123265979,0.05632638966,0.05732605733,0.7805764472,0.01812091297,0.1640635358,0.1662950576,0.8217648002,0.05794178891,0.08079205729,0.08129155812,0.7292486044,0.0402073616,0.160327465,0.1618850974,0.6559899375,0.0712997366,0.1394183478,0.1785260025,0.7296282506,0.09983301503
tulu2_13b,pruning,wanda,none,0.5,unstructured,6.060984135,0.08465142072,0.3076741321,0.7707503032,0.1597481459,0.0326893478,0.09463599276,0.6768979342,0.05283238729,0.2472207792,0.2951741592,0.6988338338,0.2439963224,0.1591656245,0.1621692976,0.8095356719,0.05765597512,0.08160023857,0.2407521458,0.695222199,0.1466088473,0.2511744922,0.2511738262,0.7858685352,0.1493600255,0.04867004867,0.04966971634,0.8699118699,0.01148854233,0.1104668642,0.112698386,0.7634996086,0.04543739986,0.08929105196,0.08979055279,0.7659314849,0.05232630812,0.1593639064,0.1609215388,0.6506808243,0.07027574242,0.1264293774,0.1764659748,0.7487132265,0.09897296963
tulu2_13b,pruning,wanda,none,0.6,unstructured,4.848787308,0.09533108041,0.2030423204,0.6654358131,0.1142396617,0.008601607716,0.04300805146,0.5647206172,0.04588197147,0.3384728605,0.3584582085,0.4806786787,0.4590191859,0.09210251333,0.09510618635,0.65202042,0.03913413589,0.0705393339,0.1787551107,0.6156402702,0.1687207742,0.2168837829,0.2168831169,0.6447907908,0.1166775141,0.05832639166,0.05932605933,0.6405336405,0.02620312114,0.1043511874,0.1065827092,0.6754557715,0.05137874793,0.08078771829,0.08128721912,0.5874953232,0.06431164057,0.1158806057,0.1174382381,0.5390578152,0.06359090985,0.1181277082,0.145988722,0.606582914,0.1149157663
tulu2_7b,quantization,awq,4,0,unstructured,6.27563858,0.08468311582,0.185685635,0.6737874242,0.1284058708,0.01805901068,0.05588083851,0.5724865182,0.0214920649,0.4793476523,0.4806769897,0.4166146146,0.7922224096,0.1488446489,0.1518483219,0.663010428,0.1180816349,0.1227995963,0.2701018463,0.6411815046,0.09769378906,0.2215294705,0.2215288045,0.6511124458,0.1709790148,0.08166508167,0.08266474933,0.737308404,0.04893651154,0.1690905288,0.1713220506,0.6194314763,0.1195409641,0.1404164186,0.1409159194,0.5983093371,0.1388017484,0.1572049554,0.1587625878,0.611542568,0.1138320462,0.1623640479,0.1919387743,0.6184784721,0.1749986054
tulu2_7b,quantization,bitsandbytes,8,0,unstructured,6.27563858,0.120717882,0.2610791747,0.7564082526,0.1195195985,0.06796656479,0.1273303933,0.6371937403,0.08289351019,0.2818354978,0.3018155178,0.6114310978,0.3585754889,0.2736044608,0.2766081339,0.7509401955,0.1757883915,0.1580449524,0.3537776928,0.7025039849,0.1104111082,0.2531814852,0.2531808192,0.7735131798,0.1521706225,0.08832708833,0.08932675599,0.9043209043,0.03463915987,0.2796078124,0.2818393342,0.7841901744,0.1175639032,0.1181189151,0.118618416,0.7510319524,0.05393015876,0.2287328842,0.2302905166,0.7356339491,0.1411471654,0.1870137543,0.2293866754,0.7407167431,0.1346639107
tulu2_7b,pruning,gblm,none,0.1,unstructured,5.648074722,0.1120408463,0.2424047829,0.7600709172,0.1221729999,0.05076444787,0.1144215977,0.6216496598,0.06848419549,0.3704329004,0.3817509158,0.5550447114,0.4672911188,0.217203361,0.220207034,0.720660773,0.1404256873,0.1457458142,0.318512888,0.6969833068,0.09943322141,0.2375198135,0.2375191475,0.7351541542,0.1582754972,0.08399275066,0.08499241833,0.8806605473,0.03424026873,0.2550480011,0.2572795228,0.7539154382,0.1109247692,0.1109539075,0.1114534083,0.7253564282,0.05858344508,0.194551909,0.1961095414,0.7051796762,0.1264976521,0.1778253751,0.2164651257,0.7154675612,0.1386328855
tulu2_7b,pruning,gblm,none,0.2,unstructured,5.020510864,0.1077055109,0.2440794416,0.7484022386,0.1248015595,0.03699265443,0.0937602955,0.6164822539,0.05844297277,0.3761068931,0.3840935731,0.5707320654,0.4630555753,0.203203367,0.20620704,0.6976607903,0.1345882393,0.1274667427,0.3172373778,0.6926744449,0.09355371161,0.2295231435,0.2295224775,0.7284801468,0.1528162369,0.07932541266,0.08032508033,0.8589755256,0.03063878862,0.221551832,0.2237833538,0.7471899197,0.09432346275,0.1121029064,0.1126024073,0.7048604102,0.07073795333,0.1828443092,0.1844019416,0.7075563453,0.123909831,0.1676822772,0.2076012989,0.7073014141,0.1346868331
tulu2_7b,pruning,gblm,none,0.3,unstructured,4.392947006,0.09168512383,0.2346983551,0.7111048234,0.1247723575,0.01977611949,0.05673995504,0.5897604986,0.03277043879,0.3927649018,0.3860942391,0.5330423757,0.470074052,0.1131125327,0.1161162057,0.6943337753,0.08061153678,0.08709989714,0.2276221162,0.655647086,0.0693194557,0.2032064602,0.2032057942,0.6340934268,0.1558897201,0.068669402,0.06966906967,0.7752811086,0.0418828297,0.142298262,0.1445297838,0.6608927746,0.08887702693,0.1139329051,0.1144324059,0.6688562237,0.08390478968,0.1245019199,0.1260595523,0.6170893481,0.1141434976,0.1357047524,0.1679167477,0.6540101441,0.1262245705
